id,value
Technology|Radio And Television Broadcasting And Communications Equipment|Casa Systems Inc. Common Stock(CASA)(0.712B),CASA
Technology|Radio And Television Broadcasting And Communications Equipment|Ceragon Networks Ltd. Ordinary Shares(CRNT)(0.411B),CRNT
Technology|Radio And Television Broadcasting And Communications Equipment|CommScope Holding Company Inc. Common Stock(COMM)(2.682B),COMM
Technology|Radio And Television Broadcasting And Communications Equipment|Comtech Telecommunications Corp. Common Stock(CMTL)(0.700B),CMTL
Technology|Radio And Television Broadcasting And Communications Equipment|Digital Ally Inc. Common Stock(DGLY)(0.097B),DGLY
Technology|Radio And Television Broadcasting And Communications Equipment|Energous Corporation Common Stock(WATT)(0.166B),WATT
Technology|Radio And Television Broadcasting And Communications Equipment|Ericsson American Depositary Shares(ERIC)(43.509B),ERIC
Technology|Radio And Television Broadcasting And Communications Equipment|Gilat Satellite Networks Ltd. Ordinary Shares(GILT)(0.845B),GILT
Technology|Radio And Television Broadcasting And Communications Equipment|Harmonic Inc. Common Stock(HLIT)(0.745B),HLIT
Technology|Radio And Television Broadcasting And Communications Equipment|KVH Industries Inc. Common Stock(KVHI)(0.267B),KVHI
Technology|Radio And Television Broadcasting And Communications Equipment|Loral Space and Communications Inc. Common Stock(LORL)(1.244B),LORL
Technology|Radio And Television Broadcasting And Communications Equipment|Maxar Technologies Inc.(MAXR)(2.705B),MAXR
Technology|Radio And Television Broadcasting And Communications Equipment|Motorola Solutions Inc. Common Stock(MSI)(30.925B),MSI
Technology|Radio And Television Broadcasting And Communications Equipment|Nokia Corporation Sponsored American Depositary Shares(NOK)(23.383B),NOK
Technology|Radio And Television Broadcasting And Communications Equipment|Ondas Holdings Inc. Common Stock(ONDS)(0.338B),ONDS
Technology|Radio And Television Broadcasting And Communications Equipment|PCTEL Inc. Common Stock(PCTI)(0.145B),PCTI
Technology|Radio And Television Broadcasting And Communications Equipment|QUALCOMM Incorporated Common Stock(QCOM)(163.482B),QCOM
Technology|Radio And Television Broadcasting And Communications Equipment|SGOCO Group Ltd Ordinary Shares (Cayman Islands)(SGOC)(0.209B),SGOC
Technology|Radio And Television Broadcasting And Communications Equipment|SeaChange International Inc. Common Stock(SEAC)(0.050B),SEAC
Technology|Radio And Television Broadcasting And Communications Equipment|Sierra Wireless Inc. Common Stock(SWIR)(0.677B),SWIR
Technology|Radio And Television Broadcasting And Communications Equipment|Ubiquiti Inc. Common Stock(UI)(21.297B),UI
Technology|Radio And Television Broadcasting And Communications Equipment|ViaSat Inc. Common Stock(VSAT)(3.972B),VSAT
Technology|Radio And Television Broadcasting And Communications Equipment|Vuzix Corporation Common Stock(VUZI)(0.882B),VUZI
Technology|Retail: Computer Software & Peripheral Equipment,NA
Technology|Retail: Computer Software & Peripheral Equipment|Hewlett Packard Enterprise Company Common Stock(HPE)(18.031B),HPE
Technology|Retail: Computer Software & Peripheral Equipment|ScanSource Inc. Common Stock(SCSC)(0.714B),SCSC
Technology|Retail: Computer Software & Peripheral Equipment|Synnex Corporation Common Stock(SNX)(4.445B),SNX
Technology|Retail: Computer Software & Peripheral Equipment|Wayside Technology Group Inc. Common Stock(WSTG)(0.089B),WSTG
Technology|Retail: Computer Software & Peripheral Equipment|ePlus inc. Common Stock(PLUS)(1.188B),PLUS
Technology|Semiconductors,NA
Technology|Semiconductors|ACE Convergence Acquisition Corp. Class A Ordinary Shares(ACEV)(0.362B),ACEV
Technology|Semiconductors|ACE Convergence Acquisition Corp. Unit(ACEVU)(0.000B),ACEVU
Technology|Semiconductors|ACE Convergence Acquisition Corp. Warrant(ACEVW)(0.000B),ACEVW
Technology|Semiconductors|ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares)(ASX)(17.902B),ASX
Technology|Semiconductors|AXT Inc Common Stock(AXTI)(0.499B),AXTI
Technology|Semiconductors|Acacia Communications Inc. Common Stock(ACIA)(4.893B),ACIA
Technology|Semiconductors|Advanced Micro Devices Inc. Common Stock(AMD)(107.372B),AMD
Technology|Semiconductors|Allegro MicroSystems Inc. Common Stock(ALGM)(5.738B),ALGM
Technology|Semiconductors|Alpha and Omega Semiconductor Limited Common Shares(AOSL)(0.941B),AOSL
Technology|Semiconductors|Ambarella Inc. Ordinary Shares(AMBA)(4.342B),AMBA
Technology|Semiconductors|Amkor Technology Inc. Common Stock(AMKR)(5.552B),AMKR
Technology|Semiconductors|Analog Devices Inc. Common Stock(ADI)(58.399B),ADI
Technology|Semiconductors|Applied Materials Inc. Common Stock(AMAT)(104.090B),AMAT
Technology|Semiconductors|Applied Optoelectronics Inc. Common Stock(AAOI)(0.274B),AAOI
Technology|Semiconductors|Atomera Incorporated Common Stock(ATOM)(0.760B),ATOM
Technology|Semiconductors|Beam Global Common Stock(BEEM)(0.396B),BEEM
Technology|Semiconductors|Beam Global Warrant(BEEMW)(0.000B),BEEMW
Technology|Semiconductors|Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A(AVGOP)(0.000B),AVGOP
Technology|Semiconductors|Broadcom Inc. Common Stock(AVGO)(196.548B),AVGO
Technology|Semiconductors|CMC Materials Inc. Common Stock(CCMP)(4.749B),CCMP
Technology|Semiconductors|Canaan Inc. American Depositary Shares(CAN)(2.713B),CAN
Technology|Semiconductors|Canadian Solar Inc. Common Shares (BC)(CSIQ)(3.071B),CSIQ
Technology|Semiconductors|ChipMOS TECHNOLOGIES INC. American Depositary Shares(IMOS)(0.949B),IMOS
Technology|Semiconductors|Cirrus Logic Inc. Common Stock(CRUS)(5.047B),CRUS
Technology|Semiconductors|Cree Inc. Common Stock(CREE)(12.940B),CREE
Technology|Semiconductors|DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares(DQ)(7.454B),DQ
Technology|Semiconductors|DSP Group Inc. Common Stock(DSPG)(0.387B),DSPG
Technology|Semiconductors|Diodes Incorporated Common Stock(DIOD)(4.179B),DIOD
Technology|Semiconductors|EMCORE Corporation Common Stock(EMKR)(0.261B),EMKR
Technology|Semiconductors|Ebang International Holdings Inc. Class A Ordinary Shares(EBON)(1.570B),EBON
Technology|Semiconductors|Enphase Energy Inc. Common Stock(ENPH)(23.332B),ENPH
Technology|Semiconductors|Enveric Biosciences Inc. Common Stock(ENVB)(0.062B),ENVB
Technology|Semiconductors|Everspin Technologies Inc. Common Stock(MRAM)(0.123B),MRAM
Technology|Semiconductors|First Solar Inc. Common Stock(FSLR)(9.684B),FSLR
Technology|Semiconductors|FormFactor Inc. FormFactor Inc. Common Stock(FORM)(3.674B),FORM
Technology|Semiconductors|GSI Technology Common Stock(GSIT)(0.183B),GSIT
Technology|Semiconductors|Himax Technologies Inc. American Depositary Shares(HIMX)(2.438B),HIMX
Technology|Semiconductors|IPG Photonics Corporation Common Stock(IPGP)(12.372B),IPGP
Technology|Semiconductors|Ichor Holdings Ordinary Shares(ICHR)(1.228B),ICHR
Technology|Semiconductors|Inphi Corporation Common Stock(IPHI)(8.761B),IPHI
Technology|Semiconductors|Intel Corporation Common Stock(INTC)(250.321B),INTC
Technology|Semiconductors|JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)(JKS)(2.607B),JKS
Technology|Semiconductors|Kopin Corporation Common Stock(KOPN)(0.861B),KOPN
Technology|Semiconductors|Kulicke and Soffa Industries Inc. Common Stock(KLIC)(3.084B),KLIC
Technology|Semiconductors|Lattice Semiconductor Corporation Common Stock(LSCC)(6.323B),LSCC
Technology|Semiconductors|LightPath Technologies Inc. Class A Common Stock(LPTH)(0.103B),LPTH
Technology|Semiconductors|MACOM Technology Solutions Holdings Inc. Common Stock(MTSI)(4.387B),MTSI
Technology|Semiconductors|MagnaChip Semiconductor Corporation Depositary Shares each representing one share of common stock(MX)(0.703B),MX
Technology|Semiconductors|Marvell Technology Group Ltd. Common Stock(MRVL)(33.906B),MRVL
Technology|Semiconductors|MaxLinear Inc. Common Stock(MXL)(2.698B),MXL
Technology|Semiconductors|Maxeon Solar Technologies Ltd. Ordinary Shares(MAXN)(1.386B),MAXN
Technology|Semiconductors|Maxim Integrated Products Inc. Common Stock(MXIM)(25.351B),MXIM
Technology|Semiconductors|Microchip Technology Incorporated Common Stock(MCHP)(42.150B),MCHP
Technology|Semiconductors|Micron Technology Inc. Common Stock(MU)(99.042B),MU
Technology|Semiconductors|MoSys Inc. Common Stock(MOSY)(0.021B),MOSY
Technology|Semiconductors|Monolithic Power Systems Inc. Common Stock(MPWR)(17.015B),MPWR
Technology|Semiconductors|NVE Corporation Common Stock(NVEC)(0.326B),NVEC
Technology|Semiconductors|NVIDIA Corporation Common Stock(NVDA)(367.166B),NVDA
Technology|Semiconductors|NXP Semiconductors N.V. Common Stock(NXPI)(52.000B),NXPI
Technology|Semiconductors|NeoPhotonics Corporation Common Stock(NPTN)(0.620B),NPTN
Technology|Semiconductors|O2Micro International Limited American Depositary Shares(OIIM)(0.226B),OIIM
Technology|Semiconductors|ON Semiconductor Corporation Common Stock(ON)(16.395B),ON
Technology|Semiconductors|OSI Systems Inc. Common Stock (DE)(OSIS)(1.688B),OSIS
Technology|Semiconductors|Photronics Inc. Common Stock(PLAB)(0.825B),PLAB
Technology|Semiconductors|Pixelworks Inc.  Common Stock(PXLW)(0.201B),PXLW
Technology|Semiconductors|Power Integrations Inc. Common Stock(POWI)(5.488B),POWI
Technology|Semiconductors|Qorvo Inc. Common Stock(QRVO)(19.383B),QRVO
Technology|Semiconductors|QuickLogic Corporation Common Stock(QUIK)(0.088B),QUIK
Technology|Semiconductors|Rambus Inc. Common Stock(RMBS)(2.471B),RMBS
Technology|Semiconductors|Renesola Ltd. American Depsitary Shares (Each representing 10 shares)(SOL)(0.977B),SOL
Technology|Semiconductors|Resonant Inc. Common Stock(RESN)(0.338B),RESN
Technology|Semiconductors|Rubicon Technology Inc. Common Stock(RBCN)(0.027B),RBCN
Technology|Semiconductors|SMART Global Holdings Inc. Ordinary Shares(SGH)(1.138B),SGH
Technology|Semiconductors|SPI Energy Co. Ltd. Ordinary Shares(SPI)(0.233B),SPI
Technology|Semiconductors|STMicroelectronics N.V. Common Stock(STM)(37.219B),STM
Technology|Semiconductors|SemiLEDS Corporation Common Stock(LEDS)(0.029B),LEDS
Technology|Semiconductors|Semtech Corporation Common Stock(SMTC)(4.974B),SMTC
Technology|Semiconductors|Sequans Communications S.A. American Depositary Shares(SQNS)(0.238B),SQNS
Technology|Semiconductors|Shoals Technologies Group Inc. Class A Common Stock(SHLS)(6.356B),SHLS
Technology|Semiconductors|SiTime Corporation Common Stock(SITM)(2.138B),SITM
Technology|Semiconductors|Silicon Laboratories Inc. Common Stock(SLAB)(6.477B),SLAB
Technology|Semiconductors|Silicon Motion Technology Corporation American Depositary Shares(SIMO)(2.107B),SIMO
Technology|Semiconductors|Skyworks Solutions Inc. Common Stock(SWKS)(30.986B),SWKS
Technology|Semiconductors|SolarEdge Technologies Inc. Common Stock(SEDG)(16.187B),SEDG
Technology|Semiconductors|Summit Wireless Technologies Inc. Common Stock(WISA)(0.038B),WISA
Technology|Semiconductors|SunPower Corporation Common Stock(SPWR)(9.436B),SPWR
Technology|Semiconductors|SuperCom Ltd. Ordinary Shares (Israel)(SPCB)(0.031B),SPCB
Technology|Semiconductors|Synaptics Incorporated Common Stock $0.001 Par Value(SYNA)(4.608B),SYNA
Technology|Semiconductors|Taiwan Semiconductor Manufacturing Company Ltd.(TSM)(698.191B),TSM
Technology|Semiconductors|Texas Instruments Incorporated Common Stock(TXN)(162.431B),TXN
Technology|Semiconductors|Tower Semiconductor Ltd. Ordinary Shares(TSEM)(3.417B),TSEM
Technology|Semiconductors|Ultra Clean Holdings Inc. Common Stock(UCTT)(1.961B),UCTT
Technology|Semiconductors|United Microelectronics Corporation (NEW) Common Stock(UMC)(25.589B),UMC
Technology|Semiconductors|VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share(VIAO)(0.308B),VIAO
Technology|Semiconductors|Viavi Solutions Inc. Common Stock(VIAV)(3.775B),VIAV
Technology|Semiconductors|Xilinx Inc. Common Stock(XLNX)(33.740B),XLNX
Technology|Semiconductors|Xperi Holding Corporation Common Stock(XPER)(2.227B),XPER
Technology|Semiconductors|eMagin Corporation Common Stock(EMAN)(0.264B),EMAN
Technology|Semiconductors|iSun Inc. Common Stock(ISUN)(0.098B),ISUN
Technology|Semiconductors|nLIGHT Inc. Common Stock(LASR)(1.584B),LASR
Technology|Telecommunications Equipment,NA
Technology|Telecommunications Equipment|j2 Global Inc. Common Stock(JCOM)(4.887B),JCOM
