id,value
Finance|Major Banks|AmeriServ Financial Inc. Common Stock(ASRV)(0.064B),ASRV
Finance|Major Banks|American National Bankshares Inc. Common Stock(AMNB)(0.322B),AMNB
Finance|Major Banks|American River Bankshares Common Stock(AMRB)(0.089B),AMRB
Finance|Major Banks|Ameris Bancorp Common Stock(ABCB)(3.221B),ABCB
Finance|Major Banks|Ames National Corporation Common Stock(ATLO)(0.204B),ATLO
Finance|Major Banks|Arrow Financial Corporation Common Stock(AROW)(0.480B),AROW
Finance|Major Banks|Associated Banc-Corp Common Stock(ASB)(2.919B),ASB
Finance|Major Banks|Atlantic Capital Bancshares Inc. Common Stock(ACBI)(0.386B),ACBI
Finance|Major Banks|Atlantic Union Bankshares Corporation Common Stock(AUB)(2.785B),AUB
Finance|Major Banks|Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A(AUBAP)(0.000B),AUBAP
Finance|Major Banks|Auburn National Bancorporation Inc. Common Stock(AUBN)(0.136B),AUBN
Finance|Major Banks|BM Technologies Inc. Common Stock(BMTX)(0.164B),BMTX
Finance|Major Banks|BOK Financial Corporation 5.375% Subordinated Notes due 2056(BOKFL)(0.000B),BOKFL
Finance|Major Banks|BOK Financial Corporation Common Stock(BOKF)(5.724B),BOKF
Finance|Major Banks|Banc of California Inc. Common Stock(BANC)(0.936B),BANC
Finance|Major Banks|BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities(BANFP)(0.000B),BANFP
Finance|Major Banks|BancFirst Corporation Common Stock(BANF)(2.085B),BANF
Finance|Major Banks|Banco Bradesco Sa American Depositary Shares (each representing one Common Share)(BBDO)(37.741B),BBDO
Finance|Major Banks|Banco Bradesco Sa American Depositary Shares(BBD)(40.835B),BBD
Finance|Major Banks|Bank First Corporation Common Stock(BFC)(0.535B),BFC
Finance|Major Banks|Bank Nova Scotia Halifax Pfd 3 Ordinary Shares(BNS)(67.903B),BNS
Finance|Major Banks|Bank OZK Common Stock(OZK)(5.031B),OZK
Finance|Major Banks|Bank of America Corporation Common Stock(BAC)(295.771B),BAC
Finance|Major Banks|Bank of Commerce Holdings (CA) Common Stock(BOCH)(0.169B),BOCH
Finance|Major Banks|Bank of Hawaii Corporation Common Stock(BOH)(3.512B),BOH
Finance|Major Banks|Bank of Marin Bancorp Common Stock(BMRC)(0.488B),BMRC
Finance|Major Banks|Bank of South Carolina Corp. Common Stock(BKSC)(0.099B),BKSC
Finance|Major Banks|Bank of the James Financial Group Inc. Common Stock(BOTJ)(0.062B),BOTJ
Finance|Major Banks|Bank7 Corp. Common stock(BSVN)(0.141B),BSVN
Finance|Major Banks|Bankwell Financial Group Inc. Common Stock(BWFG)(0.174B),BWFG
Finance|Major Banks|Banner Corporation Common Stock(BANR)(1.781B),BANR
Finance|Major Banks|Bar Harbor Bankshares Inc. Common Stock(BHB)(0.373B),BHB
Finance|Major Banks|BayCom Corp Common Stock(BCML)(0.170B),BCML
Finance|Major Banks|Blackrock Limited Duration Income Trust(BLW)(0.570B),BLW
Finance|Major Banks|Blue Ridge Bankshares Inc. Common Stock(BRBS)(0.243B),BRBS
Finance|Major Banks|Boston Private Financial Holdings Inc. Common Stock(BPFH)(1.147B),BPFH
Finance|Major Banks|Bridgewater Bancshares Inc. Common Stock(BWB)(0.409B),BWB
Finance|Major Banks|Bryn Mawr Bank Corporation Common Stock(BMTC)(0.705B),BMTC
Finance|Major Banks|Business First Bancshares Inc. Common Stock(BFST)(0.451B),BFST
Finance|Major Banks|Byline Bancorp Inc. Common Stock(BY)(0.714B),BY
Finance|Major Banks|C&F Financial Corporation Common Stock(CFFI)(0.158B),CFFI
Finance|Major Banks|CB Financial Services Inc. Common Stock(CBFV)(0.104B),CBFV
Finance|Major Banks|CBTX Inc. Common Stock(CBTX)(0.661B),CBTX
Finance|Major Banks|CF Bankshares Inc. Common Stock(CFBK)(0.124B),CFBK
Finance|Major Banks|CIT Group Inc (DEL) Common Stock(CIT)(4.413B),CIT
Finance|Major Banks|CNB Financial Corporation Common Stock(CCNE)(0.389B),CCNE
Finance|Major Banks|CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock(CCNEP)(0.000B),CCNEP
Finance|Major Banks|CVB Financial Corporation Common Stock(CVBF)(2.816B),CVBF
Finance|Major Banks|Cadence Bancorporation Class A Common Stock(CADE)(2.550B),CADE
Finance|Major Banks|California BanCorp Common Stock(CALB)(0.116B),CALB
Finance|Major Banks|Cambridge Bancorp Common Stock(CATC)(0.532B),CATC
Finance|Major Banks|Camden National Corporation Common Stock(CAC)(0.587B),CAC
Finance|Major Banks|CapStar Financial Holdings Inc. Common Stock(CSTR)(0.334B),CSTR
Finance|Major Banks|Capital Bancorp Inc. Common Stock(CBNK)(0.212B),CBNK
Finance|Major Banks|Capital City Bank Group Common Stock(CCBG)(0.398B),CCBG
Finance|Major Banks|Capital One Financial Corporation Common Stock(COF)(53.712B),COF
Finance|Major Banks|Carter Bankshares Inc. Common Stock(CARE)(0.288B),CARE
Finance|Major Banks|Cathay General Bancorp Common Stock(CATY)(2.979B),CATY
Finance|Major Banks|Central Pacific Financial Corp New(CPF)(0.594B),CPF
Finance|Major Banks|Central Valley Community Bancorp Common Stock(CVCY)(0.203B),CVCY
Finance|Major Banks|Century Bancorp Inc. Class A Common Stock(CNBKA)(0.464B),CNBKA
Finance|Major Banks|Chemung Financial Corp Common Stock(CHMG)(0.164B),CHMG
Finance|Major Banks|ChoiceOne Financial Services Inc. Common Stock(COFS)(0.200B),COFS
Finance|Major Banks|Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS)(C^N)(nan),C^N
Finance|Major Banks|Citigroup Inc. Common Stock(C)(132.172B),C
Finance|Major Banks|Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K(C^K)(nan),C^K
Finance|Major Banks|Citizens & Northern Corp Common Stock(CZNC)(0.318B),CZNC
Finance|Major Banks|Citizens Financial Group Inc. Common Stock(CFG)(17.473B),CFG
Finance|Major Banks|Citizens Holding Company Common Stock(CIZN)(0.112B),CIZN
Finance|Major Banks|City Holding Company Common Stock(CHCO)(1.158B),CHCO
Finance|Major Banks|Civista Bancshares Inc. Common Stock(CIVB)(0.303B),CIVB
Finance|Major Banks|Coastal Financial Corporation Common Stock(CCB)(0.282B),CCB
Finance|Major Banks|Colony Bankcorp Inc. Common Stock(CBAN)(0.132B),CBAN
Finance|Major Banks|Columbia Banking System Inc. Common Stock(COLB)(3.104B),COLB
Finance|Major Banks|Comerica Incorporated Common Stock(CMA)(8.951B),CMA
Finance|Major Banks|Commerce Bancshares Inc. Common Stock(CBSH)(8.571B),CBSH
Finance|Major Banks|Community Bank System Inc. Common Stock(CBU)(3.734B),CBU
Finance|Major Banks|Community Bankers Trust Corporation Common Stock (VA)(ESXB)(0.167B),ESXB
Finance|Major Banks|Community Trust Bancorp Inc. Common Stock(CTBI)(0.686B),CTBI
Finance|Major Banks|Community West Bancshares Common Stock(CWBC)(0.081B),CWBC
Finance|Major Banks|ConnectOne Bancorp Inc. Common Stock(CNOB)(0.895B),CNOB
Finance|Major Banks|County Bancorp Inc. Common Stock(ICBK)(0.139B),ICBK
Finance|Major Banks|CrossFirst Bankshares Inc. Common Stock(CFB)(0.633B),CFB
Finance|Major Banks|Cullen/Frost Bankers Inc. Common Stock(CFR)(6.363B),CFR
Finance|Major Banks|Customers Bancorp Inc 5.375% Subordinated Notes Due 2034(CUBB)(0.000B),CUBB
Finance|Major Banks|Customers Bancorp Inc Common Stock(CUBI)(0.825B),CUBI
Finance|Major Banks|Deutsche Bank AG Common Stock(DB)(23.060B),DB
Finance|Major Banks|Eagle Bancorp Inc. Common Stock(EGBN)(1.490B),EGBN
Finance|Major Banks|Eagle Bancorp Montana Inc. Common Stock(EBMT)(0.140B),EBMT
Finance|Major Banks|East West Bancorp Inc. Common Stock(EWBC)(9.655B),EWBC
Finance|Major Banks|Elmira Savings Bank Elmira NY Common Stock(ESBK)(0.046B),ESBK
Finance|Major Banks|Emclaire Financial Corp Common Stock(EMCF)(0.071B),EMCF
Finance|Major Banks|Enterprise Bancorp Inc Common Stock(EBTC)(0.332B),EBTC
Finance|Major Banks|Enterprise Financial Services Corporation Common Stock(EFSC)(1.232B),EFSC
Finance|Major Banks|Equity Bancshares Inc. Class A Common Stock(EQBK)(0.338B),EQBK
Finance|Major Banks|Evans Bancorp Inc. Common Stock(EVBN)(0.154B),EVBN
Finance|Major Banks|F.N.B. Corporation Common Stock(FNB)(3.612B),FNB
Finance|Major Banks|FB Financial Corporation Common Stock(FBK)(1.847B),FBK
Finance|Major Banks|FNCB Bancorp Inc. Common Stock(FNCB)(0.141B),FNCB
Finance|Major Banks|FVCBankcorp Inc. Common Stock(FVCB)(0.218B),FVCB
Finance|Major Banks|Farmers National Banc Corp. Common Stock(FMNB)(0.381B),FMNB
Finance|Major Banks|Fauquier Bankshares Inc. Common Stock(FBSS)(0.075B),FBSS
Finance|Major Banks|Fidelity D & D Bancorp Inc. Common Stock(FDBC)(0.265B),FDBC
Finance|Major Banks|Fifth Third Bancorp Common Stock(FITB)(23.678B),FITB
Finance|Major Banks|Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A(FITBP)(0.000B),FITBP
Finance|Major Banks|Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K(FITBO)(0.000B),FITBO
Finance|Major Banks|Fifth Third Bancorp Depositary Shares(FITBI)(0.000B),FITBI
Finance|Major Banks|Financial Institutions Inc. Common Stock(FISI)(0.422B),FISI
Finance|Major Banks|First BanCorp. New Common Stock(FBP)(2.233B),FBP
Finance|Major Banks|First Bancorp Common Stock(FBNC)(1.089B),FBNC
Finance|Major Banks|First Bancorp Inc  (ME) Common Stock(FNLC)(0.270B),FNLC
Finance|Major Banks|First Bancshares Inc.(FBMS)(0.677B),FBMS
Finance|Major Banks|First Busey Corporation Class A Common Stock(BUSE)(1.209B),BUSE
Finance|Major Banks|First Business Financial Services Inc. Common Stock(FBIZ)(0.183B),FBIZ
Finance|Major Banks|First Choice Bancorp Common Stock(FCBP)(0.234B),FCBP
Finance|Major Banks|First Citizens BancShares Inc. Class A Common Stock(FCNCA)(7.135B),FCNCA
Finance|Major Banks|First Citizens BancShares Inc. Depositary Shares(FCNCP)(0.000B),FCNCP
Finance|Major Banks|First Commonwealth Financial Corporation Common Stock(FCF)(1.228B),FCF
Finance|Major Banks|First Community Bankshares Inc. (VA) Common Stock(FCBC)(0.427B),FCBC
Finance|Major Banks|First Community Corporation Common Stock(FCCO)(0.127B),FCCO
Finance|Major Banks|First Financial Bancorp. Common Stock(FFBC)(2.101B),FFBC
Finance|Major Banks|First Financial Bankshares Inc. Common Stock(FFIN)(6.046B),FFIN
Finance|Major Banks|First Financial Corporation Indiana Common Stock(THFF)(0.557B),THFF
Finance|Major Banks|First Financial Northwest Inc. Common Stock(FFNW)(0.125B),FFNW
Finance|Major Banks|First Foundation Inc. Common Stock(FFWM)(0.969B),FFWM
Finance|Major Banks|First Hawaiian Inc. Common Stock(FHB)(3.499B),FHB
Finance|Major Banks|First Horizon Corporation Common Stock(FHN)(8.705B),FHN
Finance|Major Banks|First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029(INBKZ)(0.000B),INBKZ
Finance|Major Banks|First Internet Bancorp Common Stock(INBK)(0.315B),INBK
Finance|Major Banks|First Interstate BancSystem Inc. Class A Common Stock(FIBK)(2.733B),FIBK
Finance|Major Banks|First Merchants Corporation Common Stock(FRME)(2.229B),FRME
Finance|Major Banks|First Mid Bancshares Inc. Common Stock(FMBH)(0.572B),FMBH
Finance|Major Banks|First Midwest Bancorp Inc. Common Stock(FMBI)(2.092B),FMBI
Finance|Major Banks|First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A(FMBIP)(0.000B),FMBIP
Finance|Major Banks|First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series C(FMBIO)(0.000B),FMBIO
Finance|Major Banks|First National Corporation Common Stock(FXNC)(0.089B),FXNC
Finance|Major Banks|First US Bancshares Inc. Common Stock(FUSB)(0.060B),FUSB
Finance|Major Banks|First United Corporation Common Stock(FUNC)(0.118B),FUNC
Finance|Major Banks|First Western Financial Inc. Common Stock(MYFW)(0.147B),MYFW
Finance|Major Banks|First of Long Island Corporation (The) Common Stock(FLIC)(0.440B),FLIC
Finance|Major Banks|Flushing Financial Corporation Common Stock(FFIC)(0.616B),FFIC
Finance|Major Banks|Franklin Financial Services Corporation Common Stock(FRAF)(0.114B),FRAF
Finance|Major Banks|Fulton Financial Corporation Common Stock(FULT)(2.416B),FULT
Finance|Major Banks|Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A(FULTP)(0.000B),FULTP
Finance|Major Banks|Generations Bancorp NY Inc. Common Stock(GBNY)(0.024B),GBNY
Finance|Major Banks|German American Bancorp Inc. Common Stock(GABC)(0.958B),GABC
Finance|Major Banks|Glacier Bancorp Inc. Common Stock(GBCI)(4.910B),GBCI
Finance|Major Banks|Glen Burnie Bancorp Common Stock(GLBZ)(0.031B),GLBZ
Finance|Major Banks|Great Southern Bancorp Inc. Common Stock(GSBC)(0.698B),GSBC
Finance|Major Banks|Great Western Bancorp Inc. Common Stock(GWB)(1.447B),GWB
Finance|Major Banks|Guaranty Bancshares Inc. Common Stock(GNTY)(0.359B),GNTY
Finance|Major Banks|Guaranty Federal Bancshares Inc. Common Stock(GFED)(0.081B),GFED
Finance|Major Banks|HBT Financial Inc. Common Stock(HBT)(0.426B),HBT
Finance|Major Banks|HV Bancorp Inc. Common Stock(HVBC)(0.038B),HVBC
Finance|Major Banks|Hancock Whitney Corporation 5.95% Subordinated Notes due 2045(HWCPL)(0.000B),HWCPL
Finance|Major Banks|Hancock Whitney Corporation 6.25% Subordinated Notes due 2060(HWCPZ)(0.000B),HWCPZ
Finance|Major Banks|Hancock Whitney Corporation Common Stock(HWC)(3.161B),HWC
Finance|Major Banks|Hanmi Financial Corporation Common Stock(HAFC)(0.488B),HAFC
Finance|Major Banks|HarborOne Bancorp Inc. Common Stock(HONE)(0.676B),HONE
Finance|Major Banks|Hawthorn Bancshares Inc. Common Stock(HWBK)(0.130B),HWBK
Finance|Major Banks|Heartland Financial USA Inc. Common Stock(HTLF)(1.898B),HTLF
Finance|Major Banks|Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E(HTLFP)(0.000B),HTLFP
Finance|Major Banks|Heritage Commerce Corp Common Stock(HTBK)(0.542B),HTBK
Finance|Major Banks|Hilltop Holdings Inc.(HTH)(2.543B),HTH
Finance|Major Banks|Home BancShares Inc. Common Stock(HOMB)(3.790B),HOMB
Finance|Major Banks|HomeStreet Inc. Common Stock(HMST)(0.909B),HMST
Finance|Major Banks|Hope Bancorp Inc. Common Stock(HOPE)(1.510B),HOPE
Finance|Major Banks|Horizon Bancorp Inc. Common Stock(HBNC)(0.757B),HBNC
Finance|Major Banks|Howard Bancorp Inc. Common Stock(HBMD)(0.257B),HBMD
Finance|Major Banks|Huntington Bancshares Incorporated Common Stock(HBAN)(15.055B),HBAN
Finance|Major Banks|Huntington Bancshares Incorporated Depositary Shares each representing a 1/40th interest in a share of 5.875% Series C Non-Cumulative Perpetual Preferred Stock(HBANN)(0.000B),HBANN
Finance|Major Banks|Huntington Bancshares Incorporated Depositary Shares(HBANO)(0.000B),HBANO
Finance|Major Banks|Independent Bank Corp. Common Stock(INDB)(2.720B),INDB
Finance|Major Banks|Independent Bank Corporation Common Stock(IBCP)(0.440B),IBCP
Finance|Major Banks|Independent Bank Group Inc Common Stock(IBTX)(2.909B),IBTX
Finance|Major Banks|International Bancshares Corporation Common Stock(IBOC)(2.629B),IBOC
Finance|Major Banks|Investar Holding Corporation Common Stock(ISTR)(0.182B),ISTR
Finance|Major Banks|Investors Bancorp Inc. Common Stock(ISBC)(3.126B),ISBC
Finance|Major Banks|Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)(ITUB)(50.277B),ITUB
Finance|Major Banks|J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.15% Non-Cumulative Preferred Stock Series BB(JPM^H)(nan),JPM^H
Finance|Major Banks|J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG(JPM^J)(nan),JPM^J
Finance|Major Banks|JP Morgan Chase & Co. Common Stock(JPM)(443.962B),JPM
Finance|Major Banks|KeyCorp Common Stock(KEY)(19.008B),KEY
Finance|Major Banks|LCNB Corporation Common Stock(LCNB)(0.211B),LCNB
Finance|Major Banks|Lakeland Bancorp Inc. Common Stock(LBAI)(0.754B),LBAI
Finance|Major Banks|Lakeland Financial Corporation Common Stock(LKFN)(1.612B),LKFN
Finance|Major Banks|Landmark Bancorp Inc. Common Stock(LARK)(0.119B),LARK
Finance|Major Banks|Level One Bancorp Inc. Common Stock(LEVL)(0.168B),LEVL
Finance|Major Banks|Level One Bancorp Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock Series B(LEVLP)(0.000B),LEVLP
Finance|Major Banks|Limestone Bancorp Inc. Common Stock(LMST)(0.109B),LMST
Finance|Major Banks|Live Oak Bancshares Inc. Common Stock(LOB)(1.990B),LOB
Finance|Major Banks|Luther Burbank Corporation Common Stock(LBC)(0.540B),LBC
Finance|Major Banks|M&T Bank Corporation Common Stock(MTB)(18.826B),MTB
Finance|Major Banks|MVB Financial Corp. Common Stock(MVBF)(0.264B),MVBF
Finance|Major Banks|Macatawa Bank Corporation Common Stock(MCBC)(0.293B),MCBC
Finance|Major Banks|Mackinac Financial Corporation Common Stock(MFNC)(0.131B),MFNC
Finance|Major Banks|MainStreet Bancshares Inc. Common Stock(MNSB)(0.125B),MNSB
Finance|Major Banks|MainStreet Bancshares Inc. Depositary Shares(MNSBP)(0.000B),MNSBP
Finance|Major Banks|Marlin Business Services Corp. Common Stock(MRLN)(0.160B),MRLN
Finance|Major Banks|Mercantile Bank Corporation Common Stock(MBWM)(0.475B),MBWM
Finance|Major Banks|Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock(MBINP)(0.000B),MBINP
Finance|Major Banks|Merchants Bancorp Common Stock(MBIN)(0.914B),MBIN
Finance|Major Banks|Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate(MBINO)(0.000B),MBINO
Finance|Major Banks|Meridian Bancorp Inc. Common Stock(EBSB)(0.855B),EBSB
Finance|Major Banks|Meta Financial Group Inc. Common Stock(CASH)(1.382B),CASH
Finance|Major Banks|MetroCity Bankshares Inc. Common Stock(MCBS)(0.372B),MCBS
Finance|Major Banks|Metropolitan Bank Holding Corp. Common Stock(MCB)(0.403B),MCB
Finance|Major Banks|Mid Penn Bancorp Common Stock(MPB)(0.198B),MPB
Finance|Major Banks|MidWestOne Financial Gp Common Stock(MOFG)(0.436B),MOFG
Finance|Major Banks|Middlefield Banc Corp. Common Stock(MBCN)(0.140B),MBCN
Finance|Major Banks|Midland States Bancorp Inc. Common Stock(MSBI)(0.490B),MSBI
Finance|Major Banks|Mizuho Financial Group Inc. Sponosred ADR (Japan)(MFG)(38.029B),MFG
Finance|Major Banks|NBT Bancorp Inc. Common Stock(NBTB)(1.537B),NBTB
Finance|Major Banks|National Bank Holdings Corporation Common Stock(NBHC)(1.077B),NBHC
Finance|Major Banks|National Bankshares Inc. Common Stock(NKSH)(0.211B),NKSH
Finance|Major Banks|Nicolet Bankshares Inc. Common Stock(NCBS)(0.731B),NCBS
Finance|Major Banks|Northeast Bank Common Stock(NBN)(0.221B),NBN
Finance|Major Banks|Northern Trust Corporation Common Stock(NTRS)(19.998B),NTRS
Finance|Major Banks|Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock(NTRSO)(0.000B),NTRSO
Finance|Major Banks|Northwest Bancshares Inc. Common Stock(NWBI)(1.749B),NWBI
Finance|Major Banks|Norwood Financial Corp. Common Stock(NWFL)(0.197B),NWFL
Finance|Major Banks|OFG Bancorp Common Stock(OFG)(0.954B),OFG
Finance|Major Banks|OFG Bancorp Preferred Stock(OFG^A)(nan),OFG^A
Finance|Major Banks|OP Bancorp Common Stock(OPBK)(0.135B),OPBK
Finance|Major Banks|Oak Valley Bancorp (CA) Common Stock(OVLY)(0.128B),OVLY
Finance|Major Banks|Ohio Valley Banc Corp. Common Stock(OVBC)(0.114B),OVBC
Finance|Major Banks|Old National Bancorp Common Stock(ONB)(2.942B),ONB
Finance|Major Banks|Old Point Financial Corporation Common Stock(OPOF)(0.101B),OPOF
Finance|Major Banks|Old Second Bancorp Inc. Common Stock(OSBC)(0.324B),OSBC
Finance|Major Banks|OptimumBank Holdings Inc. Common Stock(OPHC)(0.013B),OPHC
Finance|Major Banks|Origin Bancorp Inc. Common Stock(OBNK)(0.773B),OBNK
Finance|Major Banks|Orrstown Financial Services Inc Common Stock(ORRF)(0.206B),ORRF
Finance|Major Banks|PCB Bancorp Common Stock(PCB)(0.212B),PCB
Finance|Major Banks|PNC Financial Services Group Inc. (The) Common Stock(PNC)(70.770B),PNC
Finance|Major Banks|PacWest Bancorp Common Stock(PACW)(4.217B),PACW
Finance|Major Banks|Pacific Mercantile Bancorp Common Stock(PMBC)(0.161B),PMBC
Finance|Major Banks|Pacific Premier Bancorp Inc(PPBI)(3.565B),PPBI
Finance|Major Banks|Park National Corporation Common Stock(PRK)(2.045B),PRK
Finance|Major Banks|Parke Bancorp Inc. Common Stock(PKBK)(0.220B),PKBK
Finance|Major Banks|Partners Bancorp Common Stock(PTRS)(0.123B),PTRS
Finance|Major Banks|Pathfinder Bancorp Inc. Common Stock (MD)(PBHC)(0.061B),PBHC
Finance|Major Banks|Patriot National Bancorp Inc. Common Stock(PNBK)(0.039B),PNBK
Finance|Major Banks|Penns Woods Bancorp Inc. Common Stock(PWOD)(0.159B),PWOD
Finance|Major Banks|Peoples Bancorp Inc. Common Stock(PEBO)(0.595B),PEBO
Finance|Major Banks|Peoples Bancorp of North Carolina Inc. Common Stock(PEBK)(0.132B),PEBK
Finance|Major Banks|Peoples Financial Services Corp. Common Stock(PFIS)(0.281B),PFIS
Finance|Major Banks|Pinnacle Financial Partners Inc. Common Stock(PNFP)(5.948B),PNFP
Finance|Major Banks|Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B(PNFPP)(0.000B),PNFPP
Finance|Major Banks|Popular Inc. 6.70% Cumulative Monthly Income Trust Preferred Securities(BPOPN)(0.000B),BPOPN
Finance|Major Banks|Popular Inc. Common Stock(BPOP)(5.280B),BPOP
Finance|Major Banks|Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities(BPOPM)(0.000B),BPOPM
Finance|Major Banks|Premier Financial Bancorp Inc. Common Stock(PFBI)(0.221B),PFBI
Finance|Major Banks|Premier Financial Corp. Common Stock(PFC)(1.067B),PFC
Finance|Major Banks|Professional Holding Corp. Class A Common stock(PFHD)(0.212B),PFHD
Finance|Major Banks|Prosperity Bancshares Inc. Common Stock(PB)(6.643B),PB
Finance|Major Banks|QCR Holdings Inc. Common Stock(QCRH)(0.639B),QCRH
Finance|Major Banks|RBB Bancorp Common Stock(RBB)(0.363B),RBB
Finance|Major Banks|Randolph Bancorp Inc. Common Stock(RNDB)(0.111B),RNDB
Finance|Major Banks|Red River Bancshares Inc. Common Stock(RRBI)(0.355B),RRBI
Finance|Major Banks|Regions Financial Corporation Common Stock(RF)(18.882B),RF
Finance|Major Banks|Reliant Bancorp Inc. Common Stock(RBNC)(0.344B),RBNC
Finance|Major Banks|Renasant Corporation Common Stock(RNST)(2.186B),RNST
Finance|Major Banks|Republic Bancorp Inc. Class A Common Stock(RBCAA)(0.846B),RBCAA
Finance|Major Banks|Republic First Bancorp Inc. Common Stock(FRBK)(0.197B),FRBK
Finance|Major Banks|Richmond Mutual Bancorporation Inc. Common Stock(RMBI)(0.168B),RMBI
Finance|Major Banks|Riverview Financial Corporation Common Stock(RIVE)(0.087B),RIVE
Finance|Major Banks|S&T Bancorp Inc. Common Stock(STBA)(1.084B),STBA
Finance|Major Banks|SB Financial Group Inc. Common Stock(SBFG)(0.136B),SBFG
Finance|Major Banks|SVB Financial Group Common Stock(SIVB)(27.098B),SIVB
Finance|Major Banks|SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A(SIVBP)(0.000B),SIVBP
Finance|Major Banks|Sandy Spring Bancorp Inc. Common Stock(SASR)(1.684B),SASR
Finance|Major Banks|Seacoast Banking Corporation of Florida Common Stock(SBCF)(1.851B),SBCF
Finance|Major Banks|Select Bancorp Inc. Common Stock(SLCT)(0.175B),SLCT
Finance|Major Banks|ServisFirst Bancshares Inc. Common Stock(SFBS)(2.466B),SFBS
Finance|Major Banks|Severn Bancorp Inc(SVBI)(0.100B),SVBI
Finance|Major Banks|Shinhan Financial Group Co Ltd American Depositary Shares(SHG)(15.002B),SHG
Finance|Major Banks|Shore Bancshares Inc Common Stock(SHBI)(0.169B),SHBI
Finance|Major Banks|Sierra Bancorp Common Stock(BSRR)(0.364B),BSRR
Finance|Major Banks|Signature Bank Common Stock(SBNY)(11.266B),SBNY
Finance|Major Banks|Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock(SBNYP)(0.000B),SBNYP
Finance|Major Banks|Silvergate Capital Corporation Class A Common Stock(SI)(3.508B),SI
Finance|Major Banks|Simmons First National Corporation Class A Common Stock(SFNC)(2.967B),SFNC
Finance|Major Banks|SmartFinancial Inc. Common Stock(SMBK)(0.312B),SMBK
Finance|Major Banks|South Plains Financial Inc. Common Stock(SPFI)(0.345B),SPFI
Finance|Major Banks|South State Corporation Common Stock(SSB)(5.677B),SSB
Finance|Major Banks|Southern First Bancshares Inc. Common Stock(SFST)(0.324B),SFST
Finance|Major Banks|Southern National Bancorp of Virginia Inc. Common Stock(SONA)(0.318B),SONA
Finance|Major Banks|Southside Bancshares Inc. Common Stock(SBSI)(1.114B),SBSI
Finance|Major Banks|Spirit of Texas Bancshares Inc. Common Stock(STXB)(0.333B),STXB
Finance|Major Banks|Standard AVB Financial Corp. Common Stock(STND)(0.156B),STND
Finance|Major Banks|State Street Corporation Common Stock(STT)(26.381B),STT
Finance|Major Banks|Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A(STL^A)(nan),STL^A
Finance|Major Banks|Sterling Bancorp(STL)(3.930B),STL
Finance|Major Banks|Stock Yards Bancorp Inc. Common Stock(SYBT)(1.089B),SYBT
Finance|Major Banks|Summit Financial Group Inc. Common Stock(SMMF)(0.276B),SMMF
Finance|Major Banks|Synovus Financial Corp. Common Stock(SNV)(6.074B),SNV
Finance|Major Banks|TCF Financial Corporation Common Stock(TCF)(6.615B),TCF
